2.095984697341918945e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.116530656814575195e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.138524770736694336e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.170285224914550781e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.202524662017822266e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.234946489334106445e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.266500473022460938e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.298513412475585938e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.330473423004150391e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.388496398925781250e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.414222240447998047e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.445997238159179688e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.473803281784057617e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.505508661270141602e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.537520885467529297e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.569520473480224609e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.606505870819091797e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.639949083328247070e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.672519922256469727e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.704493761062622070e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.736469030380249023e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.779520511627197266e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.811348915100097656e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.840730428695678711e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.871938705444335938e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.903516292572021484e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.949491977691650391e+00,0.000000000000000000e+00,5.560000000000000000e+03
2.971504926681518555e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.012518405914306641e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.035941839218139648e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.068504333496093750e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.100468158721923828e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.157521009445190430e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.180504083633422852e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.212879657745361328e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.244513750076293945e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.276945352554321289e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.308502435684204102e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.340513467788696289e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.372501850128173828e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.404894590377807617e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.436513900756835938e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.468512535095214844e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.516947507858276367e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.549002170562744141e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.580502986907958984e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.612501382827758789e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.644511461257934570e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.676933050155639648e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.708487272262573242e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.741509675979614258e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.772510766983032227e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.804498672485351562e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.836933851242065430e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.868463754653930664e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.916498184204101562e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.948509931564331055e+00,0.000000000000000000e+00,5.560000000000000000e+03
3.980508804321289062e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.012495994567871094e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.051489114761352539e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.077941894531250000e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.116508245468139648e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.140496015548706055e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.172507524490356445e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.204507827758789062e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.236930131912231445e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.291487216949462891e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.324350595474243164e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.348493099212646484e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.380495309829711914e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.412507057189941406e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.444510459899902344e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.476933479309082031e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.508508205413818359e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.540506839752197266e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.572491645812988281e+00,0.000000000000000000e+00,5.560000000000000000e+03
4.604490756988525391e+00,0.000000000000000000e+00,5.560000000000000000e+03
