,Time,Position,P,I,kp,ki,Setpoint,Pixel Lenght
0,0.0,13,774,0.0,2.0,0.1,400.0,595.0
1,0.014001131057739258,13,774,0.5418437719345093,,,,
2,0.04178428649902344,13,774,1.617051887512207,,,,
3,0.07071781158447266,13,774,2.736779308319092,,,,
4,0.10266947746276855,13,774,3.973308777809143,,,,
5,0.13397479057312012,13,774,5.184824395179749,,,,
6,0.16596007347106934,13,774,6.422654843330384,,,,
7,0.19895672798156738,13,774,7.699625372886659,,,,
8,0.22992396354675293,13,774,8.898057389259339,,,,
9,0.27901220321655273,13,774,10.797772264480592,,,,
10,0.3109476566314697,13,774,12.03367431163788,,,,
11,0.3426549434661865,13,774,13.26074631214142,,,,
12,0.3746941089630127,13,774,14.500662016868592,,,,
13,0.4059627056121826,13,774,15.710756707191468,,,,
14,0.4345211982727051,13,774,16.815970373153686,,,,
15,0.46617555618286133,13,774,18.04099402427673,,,,
16,0.49875450134277344,13,774,19.30179920196533,,,,
17,0.5311191082000732,13,774,20.554309487342834,,,,
18,0.5625932216644287,13,774,21.772357678413393,,,,
19,0.5952036380767822,13,774,23.034380793571472,,,,
20,0.6423254013061523,13,774,24.857993030548094,,,,
21,0.6741936206817627,13,774,26.091293120384215,,,,
22,0.7059657573699951,13,774,27.32087481021881,,,,
23,0.7385151386260986,13,774,28.58053586483002,,,,
24,0.7705607414245605,13,774,29.820700693130494,,,,
25,0.8019843101501465,13,774,31.03679280281067,,,,
26,0.834716796875,13,774,32.3035400390625,,,,
27,0.8661818504333496,13,774,33.52123761177063,,,,
28,0.8981578350067139,13,774,34.75870821475983,,,,
29,0.9384965896606445,13,774,36.31981801986694,,,,
30,0.9699580669403076,13,774,37.53737719058991,,,,
31,1.003187656402588,13,774,38.823362302780154,,,,
32,1.0511198043823242,13,774,40.67833642959595,,,,
33,1.0759761333465576,13,774,41.640276360511784,,,,
34,1.106971263885498,13,774,42.83978791236878,,,,
35,1.1389906406402588,13,774,44.07893779277802,,,,
36,1.1712777614593506,13,774,45.328449368476875,,,,
37,1.2036006450653076,13,774,46.57934496402741,,,,
38,1.2346651554107666,13,774,47.78154151439668,,,,
39,1.267199993133545,13,774,49.0406397342682,,,,
