,Time,Position,P,I,D,kp,ki,kd,Setpoint,Pixel Lenght
0,0.0,16,384,0.0,0.0,1.0,0.05,1.0,400.0,595.0
1,0.014000892639160156,15,385,0.269517183303833,71.42401743750426,,,,,
2,0.042025089263916016,15,385,0.8089829683303833,0.0,,,,,
3,0.07084918022155762,15,385,1.3638467192649841,0.0,,,,,
4,0.10196924209594727,15,385,1.9629079103469849,0.0,,,,,
5,0.12993788719177246,15,385,2.50130432844162,0.0,,,,,
6,0.15997862815856934,15,385,3.0795885920524597,0.0,,,,,
7,0.19250273704528809,15,385,3.7056776881217957,0.0,,,,,
8,0.2245950698852539,15,385,4.323455095291138,0.0,,,,,
9,0.2724647521972656,15,385,5.244946479797363,0.0,,,,,
10,0.30451488494873047,15,385,5.8619115352630615,0.0,,,,,
11,0.34096288681030273,15,385,6.563535571098328,0.0,,,,,
12,0.3734910488128662,15,385,7.189702689647675,0.0,,,,,
13,0.40495753288269043,16,384,7.7938591837883,-31.779845431125928,,,,,
14,0.4364752769470215,15,385,8.400575757026672,31.72815915881841,,,,,
15,0.4695112705230713,16,384,9.034866833686829,-30.27001436169829,,,,,
16,0.5014519691467285,15,385,9.64972528219223,31.308019019325368,,,,,
17,0.5329432487487793,15,385,10.255932414531708,0.0,,,,,
18,0.5729408264160156,15,385,11.025885784626007,0.0,,,,,
19,0.6044626235961914,15,385,11.632680380344391,0.0,,,,,
20,0.6364572048187256,15,385,12.248576068878174,0.0,,,,,
21,0.6844792366027832,15,385,13.173000180721283,0.0,,,,,
22,0.7094020843505859,15,385,13.652764999866486,0.0,,,,,
23,0.741480827331543,15,385,14.270280802249909,0.0,,,,,
24,0.7729487419128418,15,385,14.876038157939911,0.0,,,,,
25,0.8054642677307129,15,385,15.50196202993393,0.0,,,,,
26,0.8374574184417725,15,385,16.11783018112183,0.0,,,,,
27,0.8695435523986816,16,384,16.733883953094484,-31.166110611611025,,,,,
28,0.9014415740966797,15,385,17.347920870780946,31.349906569997756,,,,,
29,0.9329626560211182,15,385,17.954701697826387,0.0,,,,,
30,0.964961051940918,15,385,18.570670819282533,0.0,,,,,
31,0.9974570274353027,15,385,19.19621834754944,0.0,,,,,
32,1.0532410144805908,16,384,20.26727089881897,-17.926291270434877,,,,,
33,1.0784475803375244,15,385,20.752497291564943,39.672203094850744,,,,,
34,1.1107571125030518,15,385,21.374455785751344,0.0,,,,,
35,1.1427509784698486,16,384,21.988738012313846,-31.25599141528556,,,,,
36,1.1747932434082031,15,385,22.60555161237717,31.208780088544962,,,,,
37,1.205937385559082,15,385,23.20507634878159,0.0,,,,,
38,1.2384421825408936,15,385,23.83079369068146,0.0,,,,,
39,1.2711095809936523,15,385,24.459641110897067,0.0,,,,,
40,1.302924394607544,15,385,25.07207627296448,0.0,,,,,
41,1.3348674774169922,15,385,25.68698061704636,0.0,,,,,
42,1.3658967018127441,15,385,26.284293186664584,0.0,,,,,
43,1.4139506816864014,15,385,27.209332299232486,0.0,,,,,
44,1.4459443092346191,15,385,27.825209629535678,0.0,,,,,
45,1.4788079261779785,15,385,28.457834255695346,0.0,,,,,
46,1.5107460021972656,15,385,29.072642219066623,0.0,,,,,
47,1.5419297218322754,15,385,29.67292882204056,0.0,,,,,
48,1.5747826099395752,15,385,30.305346918106082,0.0,,,,,
49,1.6030921936035156,15,385,30.850306403636935,0.0,,,,,
50,1.6480011940002441,15,385,31.71480466127396,0.0,,,,,
51,1.6639933586120605,15,385,32.022653830051425,0.0,,,,,
52,1.6959211826324463,15,385,32.63726444244385,0.0,,,,,
53,1.7279548645019531,15,385,33.25391281843186,0.0,,,,,
54,1.759899616241455,15,385,33.86884928941727,0.0,,,,,
55,1.811293601989746,15,385,34.85818351507187,0.0,,,,,
56,1.8489243984222412,15,385,35.5825763463974,0.0,,,,,
57,1.872908115386963,15,385,36.044262897968295,0.0,,,,,
58,1.9038903713226318,15,385,36.64067132472992,0.0,,,,,
59,1.9358699321746826,15,385,37.2562778711319,0.0,,,,,
60,1.9688498973846436,16,384,37.88949320316315,-30.321438898849113,,,,,
61,1.9998321533203125,15,385,38.485901629924776,32.27653925770879,,,,,
62,2.0324440002441406,15,385,39.11367968320847,0.0,,,,,
63,2.0644373893737793,15,385,39.72955242395401,0.0,,,,,
64,2.0959033966064453,15,385,40.33527306318283,0.0,,,,,
65,2.127854347229004,15,385,40.950328862667085,0.0,,,,,
66,2.181109666824341,15,385,41.97549376487732,0.0,,,,,
67,2.2080929279327393,15,385,42.49492154121399,0.0,,,,,
68,2.2400736808776855,15,385,43.11055103540421,0.0,,,,,
69,2.276193618774414,15,385,43.80585983991623,0.0,,,,,
70,2.3042776584625244,15,385,44.346477603912355,0.0,,,,,
71,2.3362579345703125,16,384,44.960498905181886,-31.2692734931226,,,,,
72,2.369032859802246,16,384,45.58977746963501,0.0,,,,,
73,2.400432586669922,16,384,46.192652225494385,0.0,,,,,
74,2.4328830242156982,16,384,46.81570062637329,0.0,,,,,
75,2.4644205570220947,16,384,47.4212212562561,0.0,,,,,
76,2.4958956241607666,16,384,48.0255425453186,0.0,,,,,
77,2.528541326522827,16,384,48.65234003067016,0.0,,,,,
78,2.581913471221924,16,384,49.67708520889282,0.0,,,,,
79,2.6154367923736572,16,384,50.3207329750061,0.0,,,,,
80,2.646418333053589,16,384,50.91557855606079,0.0,,,,,
81,2.6724021434783936,16,384,51.41446771621704,0.0,,,,,
82,2.7043826580047607,16,384,52.02849359512329,0.0,,,,,
83,2.736363172531128,16,384,52.642519474029534,0.0,,,,,
