,Time,Position,P,kp,Setpoint,Pixel Lenght
0,0.0,14,312.2,0.7,460.0,595.0
1,0.011971712112426758,13,312.9,,,
2,0.48699498176574707,13,312.9,,,
3,2.0011043548583984,13,312.9,,,
4,3.5150704383850098,14,312.2,,,
5,5.0292181968688965,42,292.59999999999997,,,
6,6.543147563934326,212,173.6,,,
7,8.05707311630249,418,29.4,,,
8,9.571224927902222,497,-25.9,,,
9,11.085345983505249,498,-26.599999999999998,,,
10,12.599191427230835,494,-23.799999999999997,,,
11,14.113459348678589,348,78.39999999999999,,,
12,15.627379179000854,244,151.2,,,
13,17.1413152217865,150,217.0,,,
14,18.65545654296875,21,307.29999999999995,,,
15,20.169589281082153,13,312.9,,,
16,21.682750940322876,13,312.9,,,
17,23.197706937789917,13,312.9,,,
18,24.71159315109253,22,306.59999999999997,,,
19,26.225722789764404,140,224.0,,,
20,27.739688396453857,344,81.19999999999999,,,
21,29.25372624397278,492,-22.4,,,
22,30.76695156097412,498,-26.599999999999998,,,
23,32.28168797492981,498,-26.599999999999998,,,
24,33.79584217071533,445,10.5,,,
25,35.30996322631836,344,81.19999999999999,,,
26,36.82382154464722,252,145.6,,,
27,38.33802938461304,151,216.29999999999998,,,
28,39.851996660232544,19,308.7,,,
29,41.36594223976135,14,312.2,,,
30,42.88007354736328,14,312.2,,,
31,44.394206523895264,13,312.9,,,
