,Time,Position,P,kp,Setpoint,Pixel Lenght
0,0.0,60,800,2.0,460.0,595.0
1,0.0069925785064697266,14,892,,,
2,0.509145975112915,14,892,,,
3,2.02372145652771,14,892,,,
4,3.5378506183624268,13,894,,,
5,5.051219940185547,71,778,,,
6,6.565927505493164,263,394,,,
7,8.079751968383789,484,-48,,,
8,9.593706369400024,498,-76,,,
9,11.1072998046875,498,-76,,,
10,12.621481657028198,498,-76,,,
11,14.135282516479492,498,-76,,,
12,15.650150537490845,382,156,,,
13,17.164177179336548,285,350,,,
14,18.678725242614746,223,474,,,
15,20.192469596862793,135,650,,,
16,21.7073712348938,22,876,,,
17,23.22139072418213,14,892,,,
18,24.736015558242798,53,814,,,
19,26.250229835510254,239,442,,,
20,27.764538764953613,482,-44,,,
21,29.27868628501892,498,-76,,,
22,30.79331350326538,498,-76,,,
23,32.30761742591858,498,-76,,,
24,33.822075843811035,498,-76,,,
25,35.33613443374634,351,218,,,
26,36.8504912853241,237,446,,,
27,38.36492466926575,135,650,,,
28,39.8793408870697,15,890,,,
29,41.3934383392334,14,892,,,
30,42.908021211624146,16,888,,,
31,44.42219853401184,128,664,,,
