,Time,Position,P,kp,Setpoint,Pixel Lenght
0,0.0,13,268.2,0.6,460.0,595.0
1,0.013003826141357422,13,268.2,,,
2,0.486344575881958,13,268.2,,,
3,1.9999938011169434,13,268.2,,,
4,3.513619899749756,13,268.2,,,
5,5.027911901473999,66,236.39999999999998,,,
6,6.541508674621582,249,126.6,,,
7,8.055940628051758,472,-7.199999999999999,,,
8,9.569582462310791,498,-22.8,,,
9,11.083950996398926,498,-22.8,,,
10,12.59764313697815,471,-6.6,,,
11,14.112163066864014,345,69.0,,,
12,15.62573790550232,233,136.2,,,
13,17.140182733535767,113,208.2,,,
14,18.65381669998169,13,268.2,,,
15,20.16811990737915,13,268.2,,,
16,21.681896686553955,13,268.2,,,
17,23.19591212272644,13,268.2,,,
18,24.70996880531311,17,265.8,,,
19,26.224398612976074,138,193.2,,,
20,27.738263368606567,336,74.39999999999999,,,
21,29.252541065216064,496,-21.599999999999998,,,
22,30.766127824783325,498,-22.8,,,
23,32.2803955078125,498,-22.8,,,
24,33.79420518875122,417,25.8,,,
25,35.30865478515625,313,88.2,,,
26,36.82253170013428,215,147.0,,,
27,38.33678221702576,128,199.2,,,
28,39.85035991668701,14,267.59999999999997,,,
29,41.36472249031067,13,268.2,,,
30,42.8784384727478,13,268.2,,,
31,44.392910957336426,13,268.2,,,
