,Time,Position,P,kp,Setpoint,Pixel Lenght
0,0.0,14,89.2,0.2,460.0,595.0
1,0.013988256454467773,14,89.2,,,
2,0.03571271896362305,14,89.2,,,
3,0.06848907470703125,14,89.2,,,
4,0.10048794746398926,14,89.2,,,
5,0.13254737854003906,14,89.2,,,
6,0.16383600234985352,14,89.2,,,
7,0.1955702304840088,14,89.2,,,
8,0.22808003425598145,14,89.2,,,
9,0.284482479095459,14,89.2,,,
10,0.3083188533782959,14,89.2,,,
11,0.3486480712890625,14,89.2,,,
12,0.378314733505249,14,89.2,,,
13,0.40431690216064453,14,89.2,,,
14,0.436354398727417,14,89.2,,,
15,0.4755573272705078,14,89.2,,,
16,0.5033466815948486,14,89.2,,,
17,0.5337369441986084,14,89.2,,,
18,0.5654757022857666,14,89.2,,,
19,0.5975029468536377,14,89.2,,,
20,0.6453921794891357,14,89.2,,,
21,0.6773841381072998,14,89.2,,,
22,0.7093465328216553,14,89.2,,,
23,0.7413060665130615,14,89.2,,,
24,0.7781467437744141,14,89.2,,,
25,0.8112547397613525,14,89.2,,,
26,0.8345286846160889,14,89.2,,,
27,0.8661806583404541,14,89.2,,,
28,0.8951761722564697,14,89.2,,,
29,0.9272968769073486,14,89.2,,,
30,0.9592444896697998,14,89.2,,,
31,1.017826795578003,14,89.2,,,
32,1.0515174865722656,14,89.2,,,
33,1.0767810344696045,14,89.2,,,
34,1.108961582183838,14,89.2,,,
35,1.1411187648773193,14,89.2,,,
36,1.1733245849609375,14,89.2,,,
37,1.2048888206481934,14,89.2,,,
38,1.236828327178955,14,89.2,,,
39,1.2691946029663086,14,89.2,,,
40,1.3009798526763916,14,89.2,,,
41,1.3330128192901611,14,89.2,,,
42,1.3645901679992676,14,89.2,,,
43,1.4186980724334717,14,89.2,,,
44,1.4418210983276367,14,89.2,,,
45,1.483412742614746,14,89.2,,,
46,1.5073411464691162,14,89.2,,,
47,1.5392403602600098,14,89.2,,,
48,1.5711777210235596,14,89.2,,,
49,1.6031653881072998,14,89.2,,,
50,1.6348884105682373,14,89.2,,,
51,1.6671497821807861,14,89.2,,,
52,1.6991198062896729,14,89.2,,,
53,1.7311034202575684,14,89.2,,,
54,1.7792866230010986,14,89.2,,,
55,1.8115026950836182,14,89.2,,,
56,1.8511483669281006,14,89.2,,,
57,1.8830046653747559,14,89.2,,,
58,1.9101366996765137,14,89.2,,,
59,1.9428901672363281,14,89.2,,,
60,1.969782829284668,14,89.2,,,
61,1.9998514652252197,14,89.2,,,
62,2.0309221744537354,14,89.2,,,
63,2.063114643096924,14,89.2,,,
64,2.095963478088379,14,89.2,,,
65,2.127784490585327,14,89.2,,,
66,2.177438974380493,14,89.2,,,
67,2.2149786949157715,14,89.2,,,
68,2.24696683883667,14,89.2,,,
69,2.2785985469818115,14,89.2,,,
70,2.31089186668396,14,89.2,,,
71,2.337709665298462,14,89.2,,,
72,2.377851963043213,14,89.2,,,
73,2.4026966094970703,14,89.2,,,
74,2.4426543712615967,14,89.2,,,
75,2.466459274291992,14,89.2,,,
76,2.498377799987793,14,89.2,,,
77,2.5536763668060303,14,89.2,,,
78,2.5782647132873535,14,89.2,,,
79,2.610265016555786,14,89.2,,,
80,2.642267942428589,14,89.2,,,
81,2.6742825508117676,14,89.2,,,
82,2.7063865661621094,14,89.2,,,
83,2.7383100986480713,14,89.2,,,
84,2.770190715789795,14,89.2,,,
85,2.8021464347839355,14,89.2,,,
86,2.8342232704162598,14,89.2,,,
87,2.8691511154174805,14,89.2,,,
88,2.9013280868530273,14,89.2,,,
89,2.953317880630493,14,89.2,,,
90,2.9780144691467285,14,89.2,,,
91,3.00919246673584,14,89.2,,,
92,3.036787986755371,14,89.2,,,
93,3.068004846572876,14,89.2,,,
94,3.1001789569854736,14,89.2,,,
95,3.1321513652801514,14,89.2,,,
96,3.1682982444763184,14,89.2,,,
97,3.206281900405884,14,89.2,,,
98,3.238309383392334,14,89.2,,,
99,3.270231008529663,14,89.2,,,
100,3.318614959716797,14,89.2,,,
101,3.3499574661254883,14,89.2,,,
102,3.377934455871582,14,89.2,,,
103,3.4084970951080322,14,89.2,,,
104,3.4484784603118896,14,89.2,,,
105,3.4814512729644775,14,89.2,,,
106,3.5133113861083984,14,89.2,,,
107,3.5453155040740967,14,89.2,,,
108,3.57081937789917,14,89.2,,,
109,3.602728843688965,14,89.2,,,
110,3.6351377964019775,14,89.2,,,
111,3.6888041496276855,14,89.2,,,
112,3.721100330352783,14,89.2,,,
113,3.746544361114502,14,89.2,,,
114,3.778615713119507,14,89.2,,,
115,3.8105602264404297,14,89.2,,,
116,3.8375823497772217,14,89.2,,,
117,3.8694889545440674,14,89.2,,,
118,3.901456117630005,14,89.2,,,
119,3.9329452514648438,14,89.2,,,
120,3.9653141498565674,14,89.2,,,
121,3.9972169399261475,14,89.2,,,
122,4.029248476028442,13,89.4,,,
123,4.088308572769165,13,89.4,,,
124,4.120030403137207,14,89.2,,,
125,4.144753456115723,14,89.2,,,
126,4.176728248596191,14,89.2,,,
127,4.208719968795776,14,89.2,,,
128,4.24015998840332,14,89.2,,,
129,4.271902561187744,14,89.2,,,
130,4.304635286331177,14,89.2,,,
131,4.336947679519653,14,89.2,,,
132,4.3740394115448,14,89.2,,,
133,4.40796971321106,14,89.2,,,
134,4.450378894805908,14,89.2,,,
135,4.488443851470947,14,89.2,,,
136,4.520333528518677,14,89.2,,,
137,4.551635265350342,14,89.2,,,
138,4.584120512008667,14,89.2,,,
139,4.616127014160156,14,89.2,,,
140,4.647792816162109,14,89.2,,,
141,4.680063486099243,14,89.2,,,
142,4.704758405685425,14,89.2,,,
143,4.736723899841309,13,89.4,,,
144,4.769591569900513,14,89.2,,,
145,4.800616979598999,13,89.4,,,
146,4.8498311042785645,14,89.2,,,
147,4.8815672397613525,14,89.2,,,
148,4.913311719894409,14,89.2,,,
149,4.945382595062256,14,89.2,,,
150,4.977750062942505,14,89.2,,,
151,5.015460252761841,14,89.2,,,
152,5.0394556522369385,14,89.2,,,
153,5.071183443069458,14,89.2,,,
154,5.103959798812866,14,89.2,,,
155,5.135196924209595,14,89.2,,,
156,5.167921304702759,14,89.2,,,
157,5.223259449005127,14,89.2,,,
158,5.249079942703247,14,89.2,,,
159,5.280240297317505,14,89.2,,,
160,5.312952041625977,14,89.2,,,
161,5.345187425613403,14,89.2,,,
162,5.3771631717681885,14,89.2,,,
163,5.40910792350769,14,89.2,,,
164,5.440077543258667,14,89.2,,,
165,5.472809553146362,14,89.2,,,
166,5.505221843719482,14,89.2,,,
167,5.5370635986328125,13,89.4,,,
168,5.5689592361450195,14,89.2,,,
169,5.616844892501831,14,89.2,,,
170,5.648243427276611,14,89.2,,,
171,5.679862022399902,14,89.2,,,
172,5.712791919708252,14,89.2,,,
173,5.744715929031372,14,89.2,,,
174,5.776604413986206,14,89.2,,,
175,5.807762145996094,14,89.2,,,
176,5.840732097625732,14,89.2,,,
177,5.878459215164185,14,89.2,,,
178,5.903238773345947,14,89.2,,,
179,5.935144424438477,14,89.2,,,
180,5.982591152191162,14,89.2,,,
181,6.0150306224823,14,89.2,,,
182,6.047250270843506,14,89.2,,,
183,6.078517913818359,14,89.2,,,
184,6.107360124588013,14,89.2,,,
185,6.138461112976074,13,89.4,,,
186,6.170432090759277,14,89.2,,,
187,6.203224420547485,14,89.2,,,
188,6.235216856002808,14,89.2,,,
189,6.26720118522644,14,89.2,,,
190,6.298289775848389,14,89.2,,,
191,6.359020471572876,14,89.2,,,
192,6.382780313491821,14,89.2,,,
193,6.414703607559204,14,89.2,,,
194,6.446702241897583,14,89.2,,,
195,6.478529691696167,14,89.2,,,
196,6.509891748428345,14,89.2,,,
197,6.542642593383789,14,89.2,,,
198,6.574071168899536,14,89.2,,,
199,6.614667654037476,14,89.2,,,
200,6.645991802215576,14,89.2,,,
201,6.6783788204193115,13,89.4,,,
202,6.705904006958008,14,89.2,,,
203,6.75167441368103,14,89.2,,,
204,6.7837488651275635,14,89.2,,,
205,6.815840482711792,14,89.2,,,
206,6.847827911376953,14,89.2,,,
207,6.879613637924194,13,89.4,,,
208,6.911529302597046,13,89.4,,,
209,6.9436118602752686,14,89.2,,,
210,6.975682497024536,14,89.2,,,
211,7.007462024688721,14,89.2,,,
212,7.039726495742798,14,89.2,,,
213,7.077379465103149,14,89.2,,,
214,7.118181467056274,14,89.2,,,
215,7.149314880371094,14,89.2,,,
216,7.177865266799927,14,89.2,,,
