,Time,Position,P,kp,Setpoint,Pixel Lenght
0,0.0,65,355.5,0.9,460.0,595.0
1,0.003995180130004883,13,402.3,,,
2,0.4246368408203125,13,402.3,,,
3,1.9388453960418701,13,402.3,,,
4,3.4529247283935547,14,401.40000000000003,,,
5,4.967011451721191,52,367.2,,,
6,6.480735778808594,218,217.8,,,
7,7.995043992996216,420,36.0,,,
8,9.508738279342651,498,-34.2,,,
9,11.022525787353516,498,-34.2,,,
10,12.537012815475464,498,-34.2,,,
11,14.051019668579102,458,1.8,,,
12,15.564962387084961,321,125.10000000000001,,,
13,17.078452587127686,233,204.3,,,
14,18.593178510665894,143,285.3,,,
15,20.10735273361206,26,390.6,,,
16,21.621150732040405,13,402.3,,,
17,23.135443687438965,13,402.3,,,
18,24.649374961853027,14,401.40000000000003,,,
19,26.162740468978882,96,327.6,,,
20,27.677353858947754,296,147.6,,,
21,29.191243410110474,477,-15.3,,,
22,30.704976081848145,498,-34.2,,,
23,32.21963548660278,498,-34.2,,,
24,33.733152627944946,497,-33.300000000000004,,,
25,35.24740505218506,377,74.7,,,
26,36.76155376434326,255,184.5,,,
27,38.27568554878235,166,264.6,,,
28,39.789703607559204,76,345.6,,,
29,41.30313301086426,13,402.3,,,
30,42.817607402801514,13,402.3,,,
31,44.33196139335632,14,401.40000000000003,,,
