,Time,Position,P,I,kp,ki,Setpoint,Pixel Lenght
0,0.0,13,774,0.0,2.0,0.1,400.0,595.0
1,0.013991832733154297,13,774,0.5414839267730713,,,,
2,0.03892087936401367,13,774,1.5062380313873291,,,,
3,0.06898665428161621,13,774,2.669783520698547,,,,
4,0.10167145729064941,13,774,3.934685397148132,,,,
5,0.1337122917175293,13,774,5.174665689468384,,,,
6,0.16509699821472168,13,774,6.389253830909729,,,,
7,0.19261503219604492,13,774,7.454201745986938,,,,
8,0.2247021198272705,13,774,8.695972037315368,,,,
9,0.28395867347717285,13,774,10.989200663566589,,,,
10,0.31592273712158203,13,774,12.226209926605224,,,,
11,0.34730052947998047,13,774,13.440530490875243,,,,
12,0.3799591064453125,13,774,14.704417419433593,,,,
13,0.405550479888916,13,774,15.69480357170105,,,,
14,0.4369640350341797,13,774,16.910508155822754,,,,
15,0.4689621925354004,13,774,18.148836851119995,,,,
16,0.5013008117675781,13,774,19.400341415405272,,,,
17,0.5337324142456055,13,774,20.65544443130493,,,,
18,0.5649528503417969,13,774,21.863675308227535,,,,
19,0.5976803302764893,13,774,23.13022878170013,,,,
20,0.6527445316314697,13,774,25.261213374137874,,,,
21,0.6845121383666992,13,774,26.490619754791254,,,,
22,0.7064955234527588,13,774,27.34137675762176,,,,
23,0.7362523078918457,13,774,28.492964315414422,,,,
24,0.7684187889099121,13,774,29.737807130813593,,,,
25,0.7999172210693359,13,774,30.956796455383294,,,,
26,0.8314406871795654,13,774,32.176754593849175,,,,
27,0.8642654418945312,13,774,33.447072601318354,,,,
28,0.8963418006896973,13,774,34.68842768669128,,,,
29,0.9282972812652588,13,774,35.925104784965505,,,,
30,0.9599044322967529,13,774,37.14830152988433,,,,
31,0.9958512783050537,13,774,38.53944447040557,,,,
32,1.0490968227386475,13,774,40.60004703998565,,,,
33,1.0748941898345947,13,774,41.59840514659881,,,,
34,1.1160342693328857,13,774,43.19052622318267,,,,
35,1.145061731338501,13,774,44.31388900279998,,,,
36,1.1738746166229248,13,774,45.428947663307184,,,,
37,1.2058665752410889,13,774,46.667036461830136,,,,
38,1.2377421855926514,13,774,47.9006225824356,,,,
39,1.2688777446746826,13,774,49.10556871891021,,,,
40,1.301215648651123,13,774,50.35704560279846,,,,
41,1.333547830581665,13,774,51.60830104351043,,,,
42,1.3656136989593506,13,774,52.84925014972686,,,,
43,1.4132766723632812,13,774,54.69380722045898,,,,
44,1.4453539848327637,13,774,55.93519921302795,,,,
45,1.4774625301361084,13,774,57.17779991626739,,,,
46,1.5088555812835693,13,774,58.39271099567413,,,,
47,1.5415620803833008,13,774,59.65845251083373,,,,
48,1.568863868713379,13,774,60.71503171920776,,,,
49,1.6008453369140625,13,774,61.95271453857421,,,,
50,1.6333067417144775,13,774,63.208970904350274,,,,
51,1.6654460430145264,13,774,64.45276186466216,,,,
52,1.6971266269683838,13,774,65.67880046367645,,,,
53,1.7288336753845215,13,774,66.90586323738098,,,,
54,1.7612724304199219,13,774,68.16124305725099,,,,
55,1.8198471069335938,13,774,70.42808303833009,,,,
56,1.8455321788787842,13,774,71.42209532260895,,,,
57,1.8774340152740479,13,774,72.65669639110565,,,,
58,1.908837080001831,13,774,73.87199499607087,,,,
59,1.941498041152954,13,774,75.13597419261933,,,,
60,1.9736101627349854,13,774,76.37871329784394,,,,
61,2.005530595779419,13,774,77.61403405666353,,,,
62,2.0375852584838867,13,774,78.85454950332642,,,,
63,2.0688061714172363,13,774,80.06279883384705,,,,
64,2.101973056793213,13,774,81.34635729789734,,,,
65,2.1336421966552734,13,774,82.57195301055908,,,,
66,2.1818430423736572,13,774,84.43732573986054,,,,
67,2.213580369949341,13,774,85.66556031703949,,,,
68,2.2451179027557373,13,774,86.88606283664704,,,,
69,2.277494192123413,13,774,88.13902523517609,,,,
70,2.3087849617004395,13,774,89.34997801780702,,,,
71,2.341120481491089,13,774,90.60136263370515,,,,
72,2.372779130935669,13,774,91.8265523672104,,,,
73,2.4047751426696777,13,774,93.06479802131653,,,,
74,2.4374892711639404,13,774,94.3308347940445,,,,
75,2.4687860012054443,13,774,95.54201824665071,,,,
76,2.501551389694214,13,774,96.8100387811661,,,,
77,2.548778533935547,13,774,98.63772926330569,,,,
78,2.581084966659546,13,774,99.88798820972445,,,,
79,2.6137595176696777,13,774,101.15249333381655,,,,
80,2.645759344100952,13,774,102.39088661670687,,,,
81,2.6776819229125977,13,774,103.62629041671755,,,,
82,2.714733839035034,13,774,105.06019957065584,,,,
83,2.7479186058044434,13,774,106.34445004463197,,,,
84,2.773470401763916,13,774,107.33330454826356,,,,
85,2.805638551712036,13,774,108.57821195125581,,,,
86,2.8438754081726074,13,774,110.05797829627991,,,,
87,2.868734359741211,13,774,111.02001972198487,,,,
88,2.9010698795318604,13,774,112.271404337883,,,,
89,2.9551920890808105,13,774,114.36593384742737,,,,
90,2.9876596927642822,13,774,115.62243010997773,,,,
91,3.012721300125122,13,774,116.59231431484223,,,,
92,3.044715642929077,13,774,117.83049538135529,,,,
93,3.077404499053955,13,774,119.09555411338806,,,,
94,3.1087143421173096,13,774,120.30724503993989,,,,
95,3.141052007675171,13,774,121.55871269702912,,,,
96,3.180673599243164,13,774,123.09206829071046,,,,
97,3.210651397705078,13,774,124.25220909118653,,,,
98,3.23618221282959,13,774,125.24025163650514,,,,
99,3.2758216857910156,13,774,126.77429924011231,,,,
100,3.3238327503204346,13,774,128.63232743740082,,,,
101,3.3486905097961426,13,774,129.59432272911073,,,,
102,3.381337881088257,13,774,130.85777599811556,,,,
