,Time,Position,P,I,D,kp,ki,kd,Setpoint,Pixel Lenght
0,0.0,14,772,0.0,0.0,2.0,0.07,0.5,400.0,595.0
1,0.45252037048339844,14,772,12.227100410461428,0.0,,,,,
2,0.4725010395050049,14,772,12.766978087425235,0.0,,,,,
3,0.5378773212432861,14,772,14.533445219993595,0.0,,,,,
4,0.5518720149993896,14,772,14.911581845283512,0.0,,,,,
5,0.5998492240905762,14,772,16.20792603492737,0.0,,,,,
6,0.6319148540496826,14,772,17.074339356422428,0.0,,,,,
7,0.6931514739990234,14,772,18.728952827453618,0.0,,,,,
8,0.725111722946167,14,772,19.592518754005436,0.0,,,,,
9,0.7575252056121826,14,772,20.46833105564118,0.0,,,,,
10,0.8051230907440186,14,772,21.754425911903386,0.0,,,,,
11,0.8285727500915527,14,772,22.388035707473758,0.0,,,,,
12,0.8614199161529541,14,772,23.275566134452824,0.0,,,,,
13,0.8935837745666504,14,772,24.144633588790896,0.0,,,,,
14,0.9247326850891113,14,772,24.98627715110779,0.0,,,,,
15,0.9567468166351318,14,772,25.851298985481264,0.0,,,,,
16,0.9885854721069336,14,772,26.711579456329346,0.0,,,,,
17,1.0205893516540527,14,772,27.576324281692507,0.0,,,,,
18,1.0534296035766602,14,772,28.46366788864136,0.0,,,,,
19,1.0847623348236084,14,772,29.3102782869339,0.0,,,,,
20,1.1167666912078857,14,772,30.175035996437074,0.0,,,,,
21,1.1647734642028809,14,772,31.47217900276184,0.0,,,,,
22,1.197187900543213,14,772,32.348017072677614,0.0,,,,,
23,1.2293856143951416,14,772,33.21799930095673,0.0,,,,,
24,1.2614552974700928,14,772,34.084522137641905,0.0,,,,,
25,1.2933833599090576,14,772,34.94721838474273,0.0,,,,,
26,1.325777530670166,14,772,35.82250887870788,0.0,,,,,
27,1.3567829132080078,14,772,36.66027431488036,0.0,,,,,
28,1.389906883239746,14,772,37.55528398513793,0.0,,,,,
29,1.4217965602874756,14,772,38.41694305896758,0.0,,,,,
30,1.4528217315673828,14,772,39.25524318695068,0.0,,,,,
31,1.4852592945098877,14,772,40.13170613765716,0.0,,,,,
32,1.5334551334381104,14,772,41.43395770549774,0.0,,,,,
33,1.5649218559265137,14,772,42.2841885471344,0.0,,,,,
34,1.597186803817749,14,772,43.15598743915558,0.0,,,,,
35,1.6298222541809082,14,772,44.03779730796814,0.0,,,,,
36,1.6616511344909668,14,772,44.897813653945924,0.0,,,,,
37,1.693399429321289,14,772,45.755652580261234,0.0,,,,,
38,1.732344627380371,14,772,46.80795183181763,0.0,,,,,
39,1.7599153518676758,14,772,47.55291280746461,0.0,,,,,
40,1.7908263206481934,14,772,48.38812718391419,0.0,,,,,
41,1.8227946758270264,14,772,49.25191214084626,0.0,,,,,
42,1.8547704219818115,14,772,50.11589680194855,0.0,,,,,
43,1.8868582248687744,14,772,50.98290923595429,0.0,,,,,
44,1.9418447017669678,14,772,52.46864384174347,0.0,,,,,
45,1.9648337364196777,14,772,53.0898075580597,0.0,,,,,
46,1.9928205013275146,14,772,53.84600994586945,0.0,,,,,
47,2.0248055458068848,14,772,54.710245847702026,0.0,,,,,
48,2.056792974472046,14,772,55.57454617023468,0.0,,,,,
49,2.087690830230713,14,772,56.40940623283387,0.0,,,,,
50,2.1197128295898438,14,772,57.27464065551758,0.0,,,,,
51,2.1518664360046387,14,772,58.14343110084534,0.0,,,,,
52,2.184401750564575,14,772,59.02253530025482,0.0,,,,,
53,2.216683864593506,14,772,59.89479802131653,0.0,,,,,
54,2.2477025985717773,14,772,60.732924213409426,0.0,,,,,
55,2.2959234714508057,14,772,62.03585219860077,0.0,,,,,
56,2.3294413089752197,14,772,62.94150416851044,0.0,,,,,
57,2.36076021194458,14,772,63.78774092674256,0.0,,,,,
58,2.392289161682129,14,772,64.63965314865112,0.0,,,,,
59,2.424751043319702,14,772,65.51677319049836,0.0,,,,,
60,2.4557721614837646,14,772,66.35496380329133,0.0,,,,,
61,2.487757921218872,14,772,67.21921903133394,0.0,,,,,
62,2.519761562347412,14,772,68.0839574146271,0.0,,,,,
63,2.552564859390259,14,772,68.97030250072481,0.0,,,,,
64,2.5842390060424805,14,772,69.82613794326784,0.0,,,,,
65,2.615786075592041,14,772,70.67853976249697,0.0,,,,,
66,2.6484968662261963,14,772,71.56238532543185,0.0,,,,,
67,2.696329355239868,14,772,72.85481917858127,0.0,,,,,
68,2.7291600704193115,14,772,73.74190510272983,0.0,,,,,
69,2.769970178604126,14,772,74.84459422588351,0.0,,,,,
70,2.8004302978515625,14,772,75.66762664794925,0.0,,,,,
71,2.8287997245788574,14,772,76.43416855812076,0.0,,,,,
72,2.860790491104126,14,772,77.29855906963351,0.0,,,,,
73,2.8918256759643555,14,772,78.13712976455692,0.0,,,,,
74,2.924304962158203,14,772,79.01472007751468,0.0,,,,,
75,2.956348180770874,14,772,79.88052784442905,0.0,,,,,
76,2.9878358840942383,14,772,80.73132558822635,0.0,,,,,
77,3.01938796043396,14,772,81.58386269092563,0.0,,,,,
78,3.0683999061584473,14,772,82.90816546440128,0.0,,,,,
79,3.101041316986084,14,772,83.79013638496403,0.0,,,,,
80,3.132840156555176,14,772,84.6493410301209,0.0,,,,,
81,3.172008514404297,14,772,85.70767005920415,0.0,,,,,
82,3.206386089324951,14,772,86.63655213356023,0.0,,,,,
83,3.23185133934021,14,772,87.32462318897252,0.0,,,,,
84,3.263361692428589,14,772,88.17603292942051,0.0,,,,,
85,3.295534610748291,14,772,89.04534518241887,0.0,,,,,
86,3.3262228965759277,14,772,89.87454266548161,0.0,,,,,
