,Time,Position,kp,Setpoint,Pixel Lenght
0,0.0,13,0.7,400.0,640.0
1,0.015014171600341797,13,,,
2,0.0450594425201416,13,,,
3,0.07638287544250488,13,,,
4,0.1089012622833252,13,,,
5,0.13437342643737793,13,,,
6,0.1663975715637207,13,,,
7,0.1984574794769287,13,,,
8,0.23050665855407715,13,,,
9,0.2846231460571289,13,,,
10,0.3106191158294678,13,,,
11,0.3423924446105957,13,,,
12,0.37455248832702637,13,,,
13,0.4065837860107422,13,,,
14,0.43860435485839844,13,,,
15,0.47062230110168457,13,,,
16,0.5025134086608887,13,,,
17,0.5350008010864258,13,,,
18,0.5670866966247559,13,,,
19,0.5987813472747803,13,,,
20,0.6468212604522705,13,,,
21,0.6787166595458984,13,,,
22,0.7099037170410156,13,,,
23,0.7427048683166504,13,,,
24,0.7739393711090088,13,,,
25,0.8059811592102051,13,,,
26,0.8357875347137451,13,,,
27,0.8660635948181152,13,,,
28,0.9038288593292236,13,,,
29,0.9369337558746338,13,,,
30,0.9689455032348633,13,,,
31,1.000901222229004,13,,,
32,1.0491454601287842,13,,,
33,1.0810983180999756,13,,,
34,1.1122074127197266,13,,,
35,1.1450564861297607,13,,,
36,1.1773626804351807,13,,,
37,1.2092809677124023,13,,,
38,1.2412457466125488,13,,,
39,1.2723519802093506,13,,,
40,1.305194616317749,13,,,
41,1.3363990783691406,13,,,
42,1.369234561920166,13,,,
43,1.4219200611114502,13,,,
44,1.4473228454589844,13,,,
45,1.4796791076660156,13,,,
46,1.5116939544677734,13,,,
47,1.5433447360992432,13,,,
48,1.5759665966033936,13,,,
49,1.6144440174102783,13,,,
50,1.6446361541748047,13,,,
51,1.6701712608337402,13,,,
52,1.70224928855896,13,,,
53,1.7343127727508545,13,,,
54,1.7665555477142334,13,,,
55,1.8224937915802002,13,,,
56,1.8470187187194824,13,,,
57,1.8797667026519775,13,,,
58,1.9117751121520996,13,,,
59,1.9436638355255127,14,,,
60,1.9758281707763672,14,,,
61,2.00787353515625,14,,,
62,2.0399973392486572,15,,,
63,2.072267532348633,16,,,
64,2.1037991046905518,16,,,
65,2.135990619659424,17,,,
66,2.1838557720184326,18,,,
67,2.2160956859588623,19,,,
68,2.2480671405792236,20,,,
69,2.2801647186279297,21,,,
70,2.3121113777160645,22,,,
71,2.3439841270446777,23,,,
72,2.376438856124878,25,,,
73,2.4085800647735596,26,,,
74,2.44026780128479,28,,,
75,2.4724631309509277,29,,,
76,2.5041117668151855,31,,,
77,2.557356834411621,32,,,
78,2.591132879257202,34,,,
79,2.6142067909240723,36,,,
80,2.647258758544922,37,,,
81,2.686450958251953,39,,,
82,2.710467576980591,41,,,
83,2.7372992038726807,43,,,
84,2.775308609008789,46,,,
85,2.807250499725342,48,,,
86,2.839212417602539,50,,,
87,2.8712220191955566,53,,,
88,2.9024317264556885,55,,,
89,2.958702325820923,58,,,
90,2.9844980239868164,61,,,
91,3.016903877258301,63,,,
92,3.048584222793579,65,,,
93,3.07663631439209,68,,,
94,3.108464241027832,70,,,
95,3.140430450439453,73,,,
96,3.1724941730499268,75,,,
97,3.2038962841033936,78,,,
98,3.2366299629211426,81,,,
99,3.268585443496704,84,,,
100,3.32399320602417,87,,,
101,3.3570199012756348,90,,,
102,3.3917882442474365,93,,,
103,3.423204183578491,96,,,
104,3.455495834350586,99,,,
105,3.4875409603118896,101,,,
106,3.519637107849121,104,,,
107,3.5519471168518066,107,,,
108,3.577457904815674,110,,,
109,3.609372138977051,113,,,
110,3.6416096687316895,116,,,
111,3.6734156608581543,119,,,
112,3.7208940982818604,122,,,
113,3.7534966468811035,125,,,
114,3.7913668155670166,128,,,
115,3.817307710647583,131,,,
116,3.849317789077759,134,,,
117,3.8814287185668945,136,,,
118,3.913435459136963,139,,,
119,3.945868968963623,142,,,
120,3.9777350425720215,144,,,
121,4.009584188461304,147,,,
122,4.041524648666382,149,,,
123,4.089768409729004,151,,,
124,4.121581077575684,153,,,
125,4.153590679168701,156,,,
126,4.1854567527771,158,,,
127,4.217655897140503,160,,,
128,4.25032377243042,163,,,
129,4.282039642333984,165,,,
130,4.313934087753296,167,,,
131,4.351591110229492,169,,,
132,4.380657196044922,171,,,
133,4.409900903701782,172,,,
134,4.441905736923218,174,,,
135,4.484907865524292,176,,,
136,4.517550706863403,177,,,
137,4.5496673583984375,179,,,
138,4.581999778747559,180,,,
139,4.6137754917144775,182,,,
140,4.645043849945068,183,,,
141,4.679911375045776,185,,,
142,4.717185735702515,186,,,
143,4.749295949935913,187,,,
144,4.780879974365234,189,,,
145,4.813128232955933,190,,,
146,4.855197429656982,191,,,
147,4.8870909214019775,192,,,
148,4.919263601303101,193,,,
149,4.95127534866333,194,,,
150,4.9839348793029785,195,,,
151,5.015340805053711,195,,,
152,5.047134876251221,196,,,
153,5.075140476226807,197,,,
154,5.107405662536621,198,,,
155,5.14510178565979,199,,,
156,5.177014112472534,200,,,
157,5.232365369796753,201,,,
158,5.258691310882568,202,,,
159,5.290534973144531,203,,,
160,5.322990655899048,204,,,
