2.090649366378784180e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.112304925918579102e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.137787103652954102e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.169770956039428711e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.201769113540649414e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.233405113220214844e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.265405654907226562e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.299504041671752930e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.336564540863037109e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.384745597839355469e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.416731834411621094e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.446714162826538086e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.470700263977050781e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.499294519424438477e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.531488656997680664e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.563282728195190430e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.595450401306152344e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.629992723464965820e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.663298130035400391e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.694453954696655273e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.754302263259887695e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.785268545150756836e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.807256221771240234e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.835239410400390625e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.866736650466918945e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.899338245391845703e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.930757522583007812e+00,0.000000000000000000e+00,1.390000000000000000e+05
2.963433504104614258e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.000856876373291016e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.031911849975585938e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.065279245376586914e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.096705436706542969e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.144294261932373047e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.176741123199462891e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.207742929458618164e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.236736059188842773e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.268752336502075195e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.300834178924560547e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.330805063247680664e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.363832473754882812e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.400755882263183594e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.432909250259399414e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.465287208557128906e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.511820793151855469e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.543872594833374023e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.575724840164184570e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.607737541198730469e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.639739513397216797e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.671919584274291992e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.704297780990600586e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.736306428909301758e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.768318176269531250e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.800922632217407227e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.832747459411621094e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.864283561706542969e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.911741733551025391e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.944273233413696289e+00,0.000000000000000000e+00,1.390000000000000000e+05
3.975748062133789062e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.007734060287475586e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.040275335311889648e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.072301626205444336e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.103895187377929688e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.136882543563842773e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.169718742370605469e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.200730562210083008e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.232694864273071289e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.279717922210693359e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.311730861663818359e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.344284534454345703e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.376280784606933594e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.408317565917968750e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.440270900726318359e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.472909450531005859e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.504936933517456055e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.536726713180541992e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.567729949951171875e+00,0.000000000000000000e+00,1.390000000000000000e+05
4.600748300552368164e+00,0.000000000000000000e+00,1.390000000000000000e+05
